#hg19.ensGene.name	hg19.ensGene.chrom	hg19.ensGene.strand	hg19.ensGene.txStart	hg19.ensGene.txEnd	hg19.ensGene.cdsStart	hg19.ensGene.cdsEnd	hg19.ensGene.exonCount	hg19.ensGene.exonStarts	hg19.ensGene.exonEnds	hg19.ensemblToGeneName.value
ENST00000457359	chr21	-	34949866	34960952	34955945	34960947	9	34949866,34951655,34953607,34954256,34954470,34955793,34958283,34959827,34960626,	34950750,34951868,34953806,34954361,34954552,34955972,34958487,34959908,34960952,	DONSON
ENST00000303071	chr21	-	34950210	34961014	34950612	34960947	10	34950210,34951655,34953607,34954256,34954470,34955793,34956895,34958283,34959827,34960626,	34950750,34951868,34953806,34954361,34954552,34955972,34957074,34958487,34959908,34961014,	DONSON
ENST00000417871	chr21	-	34950222	34960976	34958357	34960947	9	34950222,34951655,34953607,34954256,34954470,34956895,34958283,34959827,34960626,	34950750,34951868,34953806,34954361,34954552,34957074,34958366,34959908,34960976,	DONSON
ENST00000460557	chr21	-	34950229	34951920	34951920	34951920	2	34950229,34951655,	34950750,34951920,	DONSON
ENST00000442660	chr21	-	34950247	34959908	34954545	34959908	8	34950247,34951655,34953607,34954256,34954470,34956895,34958283,34959827,	34950750,34951868,34953806,34954361,34954552,34957074,34958487,34959908,	DONSON
ENST00000444517	chr21	-	34950247	34959908	34951855	34959908	5	34950247,34951655,34956895,34958283,34959827,	34950750,34951868,34957074,34958487,34959908,	DONSON
ENST00000437395	chr21	-	34950506	34960940	34950612	34960940	9	34950506,34951655,34953607,34954256,34954470,34955793,34956895,34958283,34960626,	34950750,34951868,34953806,34954361,34954552,34955972,34957074,34958487,34960940,	DONSON
ENST00000432378	chr21	-	34950547	34961012	34950612	34960947	9	34950547,34953607,34954256,34954470,34955793,34956895,34958283,34959827,34960626,	34950750,34953806,34954361,34954552,34955972,34957074,34958487,34959908,34961012,	DONSON
ENST00000440810	chr21	-	34951829	34958464	34951829	34958464	5	34951829,34953607,34954256,34956895,34958283,	34951868,34953806,34954361,34957074,34958464,	DONSON
ENST00000462566	chr21	-	34953480	34954360	34954360	34954360	2	34953480,34954256,	34953806,34954360,	DONSON
ENST00000468349	chr21	-	34961766	34964024	34964024	34964024	2	34961766,34963467,	34962227,34964024,	CRYZL1
ENST00000452420	chr21	-	34961773	34985866	34971571	34985866	9	34961773,34963467,34967661,34968036,34969585,34971455,34974539,34975709,34985843,	34962227,34963677,34967920,34968142,34969707,34971591,34974651,34975843,34985866,	CRYZL1
ENST00000441940	chr21	-	34961850	34971457	34962050	34971457	5	34961850,34963467,34968036,34969585,34971455,	34962111,34963513,34968142,34969707,34971457,	CRYZL1
ENST00000480893	chr21	-	34961865	34969706	34969706	34969706	4	34961865,34963467,34968036,34969585,	34962227,34963534,34968142,34969706,	CRYZL1
ENST00000437996	chr21	-	34962074	34974571	34971571	34974571	6	34962074,34963467,34968036,34969585,34971455,34974539,	34962227,34963513,34968142,34969707,34971591,34974571,	CRYZL1
ENST00000440526	chr21	-	34967436	34994348	34967738	34994348	8	34967436,34969585,34971455,34974539,34975709,34985843,34989011,34994301,	34967834,34969707,34971554,34974651,34975843,34985912,34989056,34994348,	CRYZL1
ENST00000479964	chr21	-	34967642	34974562	34974562	34974562	4	34967642,34968036,34971455,34974539,	34967920,34968142,34971554,34974562,	CRYZL1
ENST00000414079	chr21	-	34968367	34975754	34968481	34975754	4	34968367,34971455,34974539,34975709,	34968519,34971554,34974651,34975754,	CRYZL1
ENST00000488167	chr21	-	34974637	34989482	34989482	34989482	4	34974637,34975709,34985843,34989011,	34974651,34975843,34985912,34989482,	CRYZL1
ENST00000438788	chr21	-	35003798	35016232	35003798	35003857	2	35003798,35015677,	35003863,35016232,	CRYZL1
ENST00000399442	chr21	-	35012050	35014027	35012485	35013550	3	35012050,35013484,35013986,	35012494,35013611,35014027,	CRYZL1
ENST00000444491	chr21	+	35014757	35107509	35091133	35107509	7	35014757,35061626,35088735,35091101,35093482,35094892,35107348,	35015019,35061688,35088860,35091161,35093575,35094956,35107509,	ITSN1
ENST00000470742	chr21	+	35014758	35094296	35094296	35094296	4	35014758,35091101,35093482,35094236,	35015019,35091161,35093575,35094296,	ITSN1
ENST00000451686	chr21	+	35014847	35107398	35091133	35107398	6	35014847,35061626,35091101,35093482,35094892,35107348,	35015019,35061688,35091161,35093575,35094956,35107398,	ITSN1
ENST00000456489	chr21	+	35107345	35107931	35107345	35107627	2	35107345,35107610,	35107509,35107931,	ITSN1
ENST00000474132	chr21	+	35146666	35147383	35147383	35147383	2	35146666,35147271,	35147182,35147383,	ITSN1
ENST00000419241	chr21	+	35169857	35189720	35169857	35183327	6	35169857,35172111,35174740,35183278,35186216,35189534,	35169912,35172233,35174748,35183526,35186376,35189720,	ITSN1
ENST00000440794	chr21	+	35172226	35190040	35172226	35189885	5	35172226,35174733,35183278,35186216,35189534,	35172233,35174748,35183526,35186376,35190040,	ITSN1
ENST00000465143	chr21	+	35183507	35186811	35186811	35186811	2	35183507,35186216,	35183526,35186811,	ITSN1
ENST00000487427	chr21	+	35190329	35201333	35201333	35201333	5	35190329,35191544,35195790,35199121,35201271,	35190776,35191627,35195957,35199167,35201333,	ITSN1
ENST00000437126	chr21	+	35190686	35206700	35190686	35201284	6	35190686,35191544,35199121,35201271,35201927,35206610,	35190776,35191627,35199167,35201354,35202049,35206700,	ITSN1
ENST00000428240	chr21	+	35190755	35201990	35201990	35201990	4	35190755,35191544,35199121,35201927,	35190776,35191627,35199167,35201990,	ITSN1
ENST00000489261	chr21	+	35201309	35229097	35229097	35229097	4	35201309,35206610,35208744,35229039,	35202049,35206728,35208936,35229097,	ITSN1
ENST00000475422	chr21	+	35201309	35229097	35229097	35229097	2	35201309,35229039,	35202049,35229097,	ITSN1
ENST00000495656	chr21	+	35201309	35229097	35229097	35229097	5	35201309,35201927,35206610,35208744,35229039,	35201354,35202049,35206728,35208936,35229097,	ITSN1
ENST00000462212	chr21	+	35201309	35209342	35209342	35209342	4	35201309,35206610,35208744,35209290,	35202049,35206728,35208936,35209342,	ITSN1
ENST00000479424	chr21	+	35201309	35209342	35209342	35209342	5	35201309,35201927,35206610,35208744,35209290,	35201472,35202049,35206728,35208936,35209342,	ITSN1
ENST00000472548	chr21	+	35201309	35209342	35209342	35209342	5	35201309,35201927,35206610,35208744,35209290,	35201354,35202049,35206728,35208936,35209342,	ITSN1
ENST00000290299	chr21	-	35275756	35288284	35275829	35288067	7	35275756,35276238,35279644,35281385,35284592,35286753,35288031,	35275943,35276325,35279757,35281515,35284703,35286804,35288284,	ATP5O
ENST00000491703	chr21	-	35275756	35288072	35288072	35288072	6	35275756,35276238,35278752,35281385,35284592,35286753,	35275943,35276325,35279757,35281515,35284703,35288072,	ATP5O
ENST00000431254	chr21	-	35275756	35288065	35279730	35288065	6	35275756,35276238,35279644,35284592,35286753,35288031,	35275943,35276325,35279757,35284703,35286804,35288065,	ATP5O
ENST00000418933	chr21	-	35275759	35281399	35275915	35281399	4	35275759,35276238,35279644,35281385,	35275960,35276325,35279757,35281399,	ATP5O
ENST00000417181	chr21	-	35275759	35279716	35279047	35279716	5	35275759,35276238,35278752,35279031,35279644,	35275943,35276325,35278804,35279098,35279716,	ATP5O
ENST00000429064	chr21	-	35275760	35279720	35279122	35279720	4	35275760,35276238,35279029,35279644,	35275943,35276325,35279125,35279720,	ATP5O
ENST00000495005	chr21	-	35281117	35288057	35288057	35288057	4	35281117,35284592,35286753,35288031,	35281515,35284703,35286804,35288057,	ATP5O
ENST00000484627	chr21	-	35284670	35288028	35288028	35288028	3	35284670,35286753,35287955,	35284703,35286804,35288028,	ATP5O
ENST00000496044	chr21	-	35284670	35288028	35288028	35288028	3	35284670,35286753,35287439,	35284703,35286804,35288028,	ATP5O
ENST00000487374	chr21	-	35284681	35288083	35288083	35288083	3	35284681,35286753,35287687,	35284703,35286804,35288083,	ATP5O
ENST00000596365	chr21	+	35287837	35341887	35341887	35341887	3	35287837,35318113,35341537,	35288083,35318199,35341887,	LINC00649
ENST00000597626	chr21	+	35287851	35341659	35341659	35341659	6	35287851,35289316,35295641,35315337,35318113,35341537,	35287968,35289370,35295762,35315449,35318199,35341659,	LINC00649
ENST00000598119	chr21	+	35287853	35341899	35341899	35341899	3	35287853,35339583,35341537,	35287968,35339819,35341899,	LINC00649
ENST00000610236	chr21	+	35288181	35295783	35295783	35295783	2	35288181,35295641,	35288235,35295783,	LINC00649
ENST00000467060	chr21	-	35291349	35291642	35291642	35291642	1	35291349,	35291642,	RN7SL740P
ENST00000601471	chr21	+	35295736	35315434	35315434	35315434	3	35295736,35296200,35315337,	35295762,35296615,35315434,	LINC00649
ENST00000427447	chr21	+	35303463	35349992	35349992	35349992	3	35303463,35318113,35341537,	35304046,35318199,35349992,	LINC00649
ENST00000599421	chr21	+	35303466	35310676	35310676	35310676	2	35303466,35310528,	35304046,35310676,	LINC00649
ENST00000400353	chr21	+	35303517	35343487	35343487	35343487	3	35303517,35318113,35341537,	35303571,35318199,35343487,	LINC00649
ENST00000594752	chr21	+	35315859	35341899	35341899	35341899	3	35315859,35318113,35341537,	35315900,35318199,35341899,	LINC00649
ENST00000594370	chr21	+	35315928	35341899	35341899	35341899	3	35315928,35318113,35341537,	35316180,35318199,35341899,	LINC00649
ENST00000595747	chr21	+	35316891	35341899	35341899	35341899	3	35316891,35318113,35341537,	35317239,35318199,35341899,	LINC00649
ENST00000608431	chr21	+	35318113	35323600	35323600	35323600	2	35318113,35323426,	35318199,35323600,	LINC00649
ENST00000593977	chr21	+	35321029	35341891	35341891	35341891	3	35321029,35323426,35341537,	35321084,35323657,35341891,	LINC00649
ENST00000600155	chr21	+	35321091	35341899	35341899	35341899	3	35321091,35323412,35341541,	35321596,35323657,35341899,	LINC00649
ENST00000381181	chr21	+	35321229	35336260	35336260	35336260	2	35321229,35334366,	35321596,35336260,	LINC00649
ENST00000608129	chr21	+	35339325	35341869	35341869	35341869	2	35339325,35341537,	35339819,35341869,	LINC00649
ENST00000607953	chr21	-	35339402	35340874	35340874	35340874	2	35339402,35340533,	35339652,35340874,	AP000569.9
ENST00000609132	chr21	+	35341819	35349405	35349405	35349405	3	35341819,35348685,35349028,	35341943,35348852,35349405,	LINC00649
ENST00000488492	chr21	+	35445523	35515334	35515334	35515334	5	35445523,35475133,35475795,35497640,35514707,	35445568,35475207,35475818,35497780,35515334,	MRPS6
ENST00000399312	chr21	+	35445822	35515334	35446000	35514900	3	35445822,35497640,35514707,	35446045,35497780,35515334,	MRPS6
ENST00000477091	chr21	+	35445848	35515334	35515334	35515334	5	35445848,35475133,35475795,35497640,35514707,	35446045,35475207,35475818,35497780,35515334,	MRPS6
ENST00000381151	chr21	+	35445869	35478559	35467497	35469654	2	35445869,35467161,	35446045,35478559,	SLC5A3
ENST00000608209	chr21	+	35445869	35478561	35467497	35469654	2	35445869,35467161,	35446045,35478561,	SLC5A3
ENST00000483977	chr21	+	35494473	35515334	35515334	35515334	2	35494473,35514707,	35497780,35515334,	MRPS6
ENST00000482679	chr21	+	35496252	35515334	35515334	35515334	3	35496252,35497640,35514707,	35497441,35497780,35515334,	MRPS6
ENST00000415238	chr21	-	35507731	35508371	35508371	35508371	1	35507731,	35508371,	RPS5P2
ENST00000428914	chr21	+	35552977	35555546	35555546	35555546	2	35552977,35555008,	35553094,35555546,	LINC00310
ENST00000609062	chr21	+	35553015	35561367	35561367	35561367	3	35553015,35555008,35561068,	35553094,35555493,35561367,	LINC00310
ENST00000609947	chr21	+	35553029	35561484	35561484	35561484	3	35553029,35555008,35561068,	35553094,35555419,35561484,	LINC00310
ENST00000416145	chr21	+	35553044	35560863	35560863	35560863	2	35553044,35560517,	35553094,35560863,	LINC00310
ENST00000430922	chr21	+	35553048	35562220	35562220	35562220	2	35553048,35561068,	35553094,35562220,	LINC00310
ENST00000419881	chr21	+	35553060	35561498	35561498	35561498	3	35553060,35560517,35561068,	35553094,35560963,35561498,	LINC00310
ENST00000582110	chr21	+	35677429	35677493	35677493	35677493	1	35677429,	35677493,	AP000318.1
ENST00000290310	chr21	+	35736322	35743688	35742777	35743149	2	35736322,35742765,	35736450,35743688,	KCNE2
ENST00000440403	chr21	-	35743100	35747647	35747647	35747647	2	35743100,35747535,	35743459,35747647,	AP000320.6
ENST00000481710	chr21	+	35747778	35775075	35775075	35775075	5	35747778,35751726,35757775,35772008,35774388,	35747866,35751815,35757942,35772197,35775075,	SMIM11
ENST00000399299	chr21	+	35747798	35775075	35751803	35774394	4	35747798,35751726,35772008,35774388,	35747866,35751815,35772197,35775075,	SMIM11
ENST00000399292	chr21	+	35747798	35761452	35751803	35757940	4	35747798,35751726,35757775,35760926,	35747866,35751815,35757942,35761452,	SMIM11
ENST00000489469	chr21	+	35747807	35772473	35772473	35772473	4	35747807,35751726,35757775,35772008,	35747866,35751815,35757942,35772473,	SMIM11
ENST00000495363	chr21	+	35747859	35780164	35780164	35780164	6	35747859,35751726,35757775,35772008,35777020,35779977,	35747866,35751815,35757942,35772197,35777410,35780164,	SMIM11
ENST00000474455	chr21	+	35747866	35758931	35758931	35758931	3	35747866,35751726,35757775,	35748478,35751815,35758931,	SMIM11
ENST00000399295	chr21	+	35747902	35761451	35751803	35757940	4	35747902,35751726,35757775,35760926,	35748195,35751815,35757942,35761451,	SMIM11
ENST00000410005	chr21	-	35772614	35773370	35772614	35773370	1	35772614,	35773370,	C21orf140
ENST00000608665	chr21	+	35784497	35784885	35784885	35784885	1	35784497,	35784885,	CMP21-97G8.1
ENST00000450895	chr21	-	35791012	35796264	35791515	35796137	2	35791012,35796130,	35791928,35796264,	AP000322.53
ENST00000608289	chr21	+	35797805	35798315	35798315	35798315	1	35797805,	35798315,	CMP21-97G8.2
ENST00000399289	chr21	-	35818987	35831902	35821542	35821932	3	35818987,35830951,35831826,	35821982,35831034,35831902,	KCNE1
ENST00000432085	chr21	-	35818988	35831902	35821542	35821932	3	35818988,35830951,35831826,	35821982,35831062,35831902,	KCNE1
ENST00000337385	chr21	-	35818988	35883613	35821542	35821932	3	35818988,35830951,35883398,	35821982,35831062,35883613,	KCNE1
ENST00000399286	chr21	-	35821353	35884573	35821542	35821932	4	35821353,35830951,35883398,35884324,	35821982,35831062,35883613,35884573,	KCNE1
ENST00000399284	chr21	-	35821542	35883541	35821542	35821932	3	35821542,35830951,35883398,	35821982,35831034,35883541,	KCNE1
ENST00000416357	chr21	-	35821542	35828039	35821542	35821932	2	35821542,35827683,	35821982,35828039,	KCNE1
ENST00000408471	chr21	-	35828407	35828535	35828535	35828535	1	35828407,	35828535,	SNORA11
ENST00000489175	chr21	-	35881753	35884505	35884505	35884505	2	35881753,35884324,	35883613,35884505,	KCNE1
ENST00000487434	chr21	-	35885439	35893881	35893881	35893881	2	35885439,35893796,	35885654,35893881,	RCAN1
ENST00000381132	chr21	-	35888781	35899261	35890381	35899047	4	35888781,35893796,35895834,35898960,	35890554,35893956,35896008,35899261,	RCAN1
ENST00000481448	chr21	-	35888781	35899148	35890381	35897607	5	35888781,35893796,35895834,35897385,35898960,	35890554,35893956,35896008,35897906,35899148,	RCAN1
ENST00000482533	chr21	-	35888781	35896587	35890381	35895855	3	35888781,35893796,35895834,	35890554,35893956,35896587,	RCAN1
ENST00000381135	chr21	-	35888785	35897686	35890381	35897607	4	35888785,35893796,35895834,35897385,	35890554,35893956,35896008,35897686,	RCAN1
ENST00000492600	chr21	-	35893357	35899122	35893599	35899047	3	35893357,35895834,35898960,	35893956,35896008,35899122,	RCAN1
ENST00000609325	chr21	-	35893368	35895415	35895415	35895415	1	35893368,	35895415,	RCAN1
ENST00000430635	chr21	-	36096104	36109478	36109478	36109478	6	36096104,36096343,36105206,36106257,36106982,36109406,	36096251,36096494,36105377,36106338,36107053,36109478,	LINC00160
ENST00000420877	chr21	+	36118053	36157183	36157183	36157183	3	36118053,36154421,36154877,	36118313,36154487,36157183,	AP000330.8
ENST00000419921	chr21	+	36118133	36120664	36120664	36120664	2	36118133,36120077,	36118313,36120664,	AP000330.8
ENST00000358356	chr21	-	36193575	36260987	36193964	36259409	5	36193575,36206706,36231770,36252853,36259139,	36193993,36206898,36231875,36253010,36260987,	RUNX1
ENST00000479325	chr21	-	36193575	36202267	36202267	36202267	2	36193575,36202148,	36193993,36202267,	RUNX1
ENST00000469087	chr21	-	36205257	36228744	36228744	36228744	2	36205257,36228595,	36206898,36228744,	RUNX1
ENST00000399237	chr21	-	36206706	36262087	36206706	36262034	5	36206706,36231770,36252853,36259139,36261973,	36206898,36231875,36253010,36259393,36262087,	RUNX1
ENST00000467577	chr21	-	36228585	36231875	36231875	36231875	2	36228585,36231770,	36228744,36231875,	RUNX1
ENST00000468726	chr21	-	36437012	36437369	36437369	36437369	2	36437012,36437232,	36437126,36437369,	RUNX1
ENST00000455028	chr21	+	36508934	36511519	36511519	36511519	2	36508934,36511033,	36509146,36511519,	AF015262.2
ENST00000421454	chr21	-	36844392	36844730	36844730	36844730	1	36844392,	36844730,	RPL34P3
ENST00000431167	chr21	-	36972029	36972320	36972320	36972320	1	36972029,	36972320,	EZH2P1
ENST00000390235	chr21	+	37093012	37093106	37093106	37093106	1	37093012,	37093106,	MIR802
ENST00000434853	chr21	-	37097044	37097398	37097398	37097398	1	37097044,	37097398,	RPS20P1
ENST00000597910	chr21	+	37259364	37260724	37260724	37260724	1	37259364,	37260724,	PPP1R2P2
ENST00000440405	chr21	+	37259492	37260105	37260105	37260105	1	37259492,	37260105,	PPP1R2P2
ENST00000599809	chr21	-	37270352	37270727	37270352	37270727	1	37270352,	37270727,	FKSG68
